id,trigger,conditions,script,text,options,notes
MPC_kantaGoonVisitEnd,DialogOptionSelected,"$option == MPC_kantaGoonVisitEnd","MPC_endKantaGoonVisit
BarCMD leaveBar",,,
"#END Bar",,,,,,
,,,,,,
# Kantas Den,,,,,,
MPC_kantaCommLinkOpenFlavor,MPC_kantaCommLinkOpenFlavor,,,"The vid feed flickers to life, a wash of static and audio distortion receding as your datapad adjusts for outdated comm protocols.",,"just a copypaste tbh"
MPC_kantasDenKantaExpectingPlayer,PopulateOptions,"$global.MPC_kantaExpectingPlayer
$market.id == ""kantas_den""
$menuState == main",,"You recall Kanta wished to see you about some sort of mission. If you wanted, you could use the key the goon gave you to secure a docking port.","5:MPC_transmitKantaKeyFirst:Transmit the key and wait for a response",
MPC_transmitKantaKeyFirst,DialogOptionSelected,"$option == MPC_transmitKantaKeyFirst","SetShortcut MPC_transmitKantaKeyFirstAbort ""ESCAPE""","You transmit the docking key to the automated STC systems, which give no response at first - which makes sense, given how ramshackle Kanta's Den is.

Then, after four minutes of waiting, you receive a comms request from the portmaster.","0:MPC_transmitKantaKeyPickUp:Open a comms channel
10:MPC_transmitKantaKeyFirstAbort:Don't pick up",
MPC_transmitKantaKeyFirstAbort,DialogOptionSelected,"$option == MPC_transmitKantaKeyFirstAbort","FireAll PopulateOptions","You have second thoughts about meeting the most psychopathic warlord in the entire sector. You watch as the comms request times out, and doesn't return.",,
MPC_transmitKantaKeyPickUp,DialogOptionSelected,"$option == MPC_transmitKantaKeyPickUp","BeginConversation POST:portmaster false true
FireBest MPC_kantaCommLinkOpenFlavor
FireBest MPC_transmitKantaKeyPickUpInitialText",,,
MPC_transmitKantaKeyPickUpInitialText,MPC_transmitKantaKeyPickUpInitialText,,"AddTextSmall ""Kanta's den docking key expired"" textEnemyColor
AddTextSmall ""Received Kanta permission signature"" highlight","The visage of the portmaster appears before you, the key apparently having bypassed the usual process of going through the king. $heOrShe stares you down, an eye twisted downwards through some psychotic filter. After what feels like an eternity passes, she picks up a tripad with a half-broken screen (though still more cared for than others you've seen here) and taps away.

""...token's signature checks out."" $heOrShe glares at you. ""And jus' how the hell did y' manage to get a key signed by K-"" She freezes, the words stuck in her mouth like a jammed autocannon. She swallows the metaphorical slugs, and shivers. ""...ok, bub. Y're cleared fer bay 23. Use this flight path, and if anyun gives you trouble, jus' show 'em this."" She transmits an electronic signature expressing permission to board from Kanta herself. Just this would send any pirates running home scared.

""Oh, an' for I forget-"" $heOrShe flashes a malicious grin. Your tripad vibrates in tandem with yet another tap, and you check it - a notification of the previous key expiring. ""Havva good time in there - and hey, don't be a stranger."" 

The comm feed cuts abruptly.","0:MPC_takeKantaShuttleInit:Take a shuttle down to bay 23, following the flightplan","Needs to exist otherwise the flavor is put before this for some reason *shrug"
MPC_takeKantaShuttleInit,DialogOptionSelected,"$option == MPC_takeKantaShuttleInit","EndConversation DO_NOT_FIRE","The trip towards the den is nerve-wracking. Your pilot constantly has to make harsh maneuvers that you guess were intentionally laid out to be as confusing as possible, and you silently curse yourself for ever trusting a pirate.

After a while, though, your shuttle safely reaches the dock, and upon transmission of Kanta's signature, you find yourself subject to a velvety treatment - as far as pirates go, anyway. No bribe is requested, docking clamps actually hit their marks the first time, and the officer that meets you makes no comment on your unusually high number of bodyguards - you're not yourself be accosted again.","0:MPC_WWLLearnWalkToKantaOne:Continue",
MPC_WWLLearnWalkToKantaOneIntroNotDone,DialogOptionSelected,"$option == MPC_WWLLearnWalkToKantaOne
!$global.didKantasDenIntro score:50",,"You leave four guards and the pilot at your shuttle. Two more guards follow you, and the pirate lieutenant sent to meet you nods that this is correct.

You're led through a primary access corridor toward the center of the station. You adjust quickly to disjointed agrav fields, an effect you suspect is intentional as ranks of pirates of all shapes and ages eye you for weakness, murmuring crude comments and jostling for prestige.","kd_kantaFirstIntro1:Keep on walking","in case the player raided and never visited Kanta or something. i honestly dont know if this is needed lol"
MPC_WWLLearnWalkToKantaOne,DialogOptionSelected,"$option == MPC_WWLLearnWalkToKantaOne",,"As always, you leave two guards and your pilot in the shuttle, but this time you take an entourage of six guards with you as the officer leads you through the disjointed hallways. While you've seen it all before, you're on extra guard this time.","0:MPC_WWLLearnEnterCourt:Enter the court",
MPC_WWLLearnEnterCourt,DialogOptionSelected,"$option == MPC_WWLLearnEnterCourt","FireBest KDKantaRouteTo",,,
MPC_WWLLearnReachedKanta,KDKantaRouteTo,"$global.MPC_kantaExpectingPlayer score:500",,"The court's floor has been cleared of all except Kanta, Cydonia, and a handful of guards. Clearly, they've been expecting you.

""Spacer!"" Cydonia spits out. ""Your crimes against Kanta are NOT! FORGOTTEN!"" He draws an x with his arms, glaring angrily. He then flips his finger up. ""BUT! The great Kanta may still have use for you..."" ","0:MPC_WWLLearnReachedKantaTwo:Continue",
MPC_WWLLearnReachedKantaTwo,DialogOptionSelected,"$option == MPC_WWLLearnReachedKantaTwo","FireBest MPC_WWLLearnReachedKantaThreeResentfulCheck","The doctor skitters over to a gilded table beside Kanta, who stares at you with her signature menace. The gaze is broken by Cydonia, now holding a pristine tripad in his left hand. ""The mighty Kanta seeks to express her strength over all by expanding her collection of artifacts. One, however, continues to elude her!"" he exclaims, the might in his voice betrayed by his small frame. ","0:MPC_WWLLearnReachedKantaThree:Continue",
MPC_WWLLearnReachedKantaThree,DialogOptionSelected,"$option == MPC_WWLLearnReachedKantaThree
","SetTextHighlights ""wormholes""","Kanta stands, causing Cydonia to wither. ""It has come to our attention that you possess a particular ability."" She pauses. For effect, or for something else, you can't tell. ""The ability to traverse wormholes.""

The court gasps.

She sits back down, staring intensely. ""You have proven yourself as more than just a weapon. You are powerful, willful. You cannot be wielded."" Cydonia looks absolutely shocked at her speech. ""You can, however, be pushed in a direction. Our. Direction."" She stares at Cydonia.

After a few moments of sputtering, Cydonia seems to realize something and frantically taps his tripad, before transmitting a spec of an atlas mk2. to yours. ""A family member has betrayed the great Kanta."" She announces, to yet another gasp of the crowd. """"To facilitate this task, we will give you an invaluable treasure - a wormhole anchor, rumored to connect to a location containing this artifact. Retrieve this artifact, and the ship is yours.""

You take a moment to look over the spec. While it's rather vague (to pirate standard), it describes a highly customized atlas mk2 powerful enough to rival even the onslaught in strength - though nothing will fix the horrific hull integrity.","0:MPC_WWLLearnAccept:Accept the task",
MPC_WWLLearnReachedKantaThreeResentfulCheck,MPC_WWLLearnReachedKantaThreeResentfulCheck,"MPC_kantaResentful",,"""Slime."" Kanta mutters, sending Cydonia skittering away, before tiptoeing back. ""Vermin. You are no better than a common Toteliac."" She hisses, sounding like a hull breach. ""Y-Yes! Yes, you must be PUNISHED! The great KAN-""

""Yet, you are still useful."" Kanta interrupts.",,
MPC_WWLLearnReachedKantaHasChairCheck,MPC_WWLLearnReachedKantaHasChairCheck,"MPC_hasTheThrone","SetTextHighlights ""Throne of Deridation""","Before you leave, you realize something. The artifact's specs line up with the description of the Throne of Deridation...","0:MPC_WWLLearnReachedKantaAlreadyHasIt:Notify Kanta that you may already have the artifact
10:defaultLeave:Leave",
MPC_WWLLearnAccept,DialogOptionSelected,"$option == MPC_WWLLearnAccept","FireBest MPC_WWLLearnReachedKantaHasChairCheck

MPC_kantaMissionBegin
AddTextSmall ""Received artifact specs"" highlight
AddTextSmall ""Received wormhole anchor \""Tango\"" as well as calibration data"" highlight","While you're less than happy to be working for Kanta again, you can't deny that you're curious as to what lies beyond the wormhole. Besides - you could get a powerful ship out if - assuming Kanta holds up her end of the deal.

""It is settled!"" Cydonia exclaims. ""The captain will repent for his previous actions under a new mutual respect-"" Kanta bangs her hand on her armrest, and Cydonia cowers. ""...t-the captain will recover the artifact for the glorious Kanta, and receive a traitor's ship for their efforts! And to expedite the task, the recovered calibration data will be transferred to the captain as well, so the wormhole may be immediately traversed!""

Cydonia transmits the specs of the artifact to your tripad. Apparantly, it's some sort of ancient wooden matrix with cloth lining, with a note saying ""You'll know it when you see it."" You'll see about that.

You begin to make your way back to your fleet, and oversee the transfer of the wormhole anchor, which is in surprisingly good condition for a bunch of pirates. ","10:defaultLeave:Leave",
MPC_WWLLearnReachedKantaAlreadyHasIt,DialogOptionSelected,"$option == MPC_WWLLearnReachedKantaAlreadyHasIt","FireBest MPC_TODDAtKantaPopulateOptions","Cydonia stutters. ""Y-you do? You-"" he nervously glances to Kanta, and with an approving nod in return, he clasps his hands together. ""Fantastic! Uh, yes!""

","0:MPC_TODDeliveryBringItIn:Order it brought in",
MPC_TODDeliveryEntrance,KDKantaRouteTo,"niko_MPC_kantaCMD canVisitKantaAgain score:500",,"Cydonia stands stiffnecked, clearly expecting something. ""The captain comes crawling back to the mighty Kanta! What tribute do they offer?! Have they completed the task laid before them?!""","0:MPC_TODDeliveryIHaveIt:Yes
100:defaultLeave:Say no, then take your leave","im geting tired of the dialogue here tbh"
MPC_TODDeliveryIHaveIt,DialogOptionSelected,"$option == MPC_TODDeliveryIHaveIt",,"The audience erupts into both parts jeer and cheer. Cydonia hisses and circles you, your bodyguards standing at the ready. ""Well! Where is it?"". Before you even get a chance to open your mouth, he hisses and gets in your face - your bodyguards pushing him away slightly. ""The great Kanta deserves more than mere claims! Show her proof of your assertation, so her might may be solidified!""","0:MPC_TODDeliveryBringItIn:Order it brought in",
MPC_TODDeliveryBringItIn,DialogOptionSelected,"$option == MPC_TODDeliveryBringItIn","FireAll MPC_TODDeliveryPopulateOptions

niko_MPC_kantaCMD chairGivenToKanta
AddRemoveAnyItem SPECIAL ""MPC_specialChair"" -1

AddStoryPoints 3","You give the order to allow for a pirate crew to take the throne off your ship, with intense supervision by Kanta-clan guards. Kanta merely stares through you, Cydonia anxiously snapping between the warlord and you.

Five anxiety-ridden minutes later, the door opens to the sight of six trembling pirate deckworkers hauling the Throne into the court, prompting much murmuring amongst the cloud. The instant the tell-tale clunk of metal feet slamming against floor sound, the audience quiets to watch Kanta approach the throne. 

""Down."" she orders, to which the pirates meekly drop the throne and walk out, the laughing Kanta clan members following, shaking their heads. They must get a kick out of terrorising their own.

Kanta. Sits. Staring directly at you from her new throne.

""Kanta is pleased."" she states, to the jubilation of the crowd. ""Your prior actions are NOT forgiven. But the agreement will be honored."" You sigh a sigh of relief - your elaborate escape plan is not needed after all.

You receive a notification that a heavily modified atlas mk2. has entered your fleet's formation, ignoring requests to identify itself. You quickly order your ships to stand down before it's reduced to scrap.

All that's left to do now is leave, and reap the rewards.","1000:defaultLeave:Leave",
MPC_TODLetMeIn,KDStationKingOptions,"niko_MPC_kantaCMD canVisitKantaAgain",,,"0:MPC_TODBulliedTheSK:""I have an important artifact Kanta desires.""",
MPC_TODBulliedTheSK,DialogOptionSelected,"$option == MPC_TODBulliedTheSK",,"""Oh yeh? What kinda artifact would Kanta e-""

The king gulps and stares at their datapad. ""Oh cripe."" They give you a fearful look, then without even a word, cut the feed, probably fearing for their life for daring to question Kanta.

Your shuttle gets the go-ahead to make the rest of the journey.","0:MPC_takeKantaShuttleInit:Take the shuttle in",
"#END Kantas Den",,,,,,
,,,,,,
# Wormhole,,,,,,
"#END Wormhole",,,,,,
,,,,,,
# Mothership,,,,,,
MPC_omegaMothershipApproachOne,PopulateSalvageOptions1,"$tag:MPC_omegaDerelict_mothership","SetTextHighlights ""ship construction""","While visibly similar to a normal mothership, you can tell this THING is anything but. Sensors report constant activity inside and outside of the $shortName, with a frightening amount of gamma radiation as well. To make matters worse, you can detect emissions consistent with ship construction - it would seem the internal shipworks of the mothership are alive and well. You exchange uneasy glances with your officers as you decide what next to do.",,
MPC_omegaMothershipTriggerDefensesText,TriggerAutomatedDefenses,"$customType == MPC_omegaDerelict_mothership score:20","SalvageDefenderInteraction","As your $shipOrFleet moves in closer, your sensors begin to pick up dozens of fractaline small craft pouring out of the mothership's every orifice, as well as a number of significantly larger craft either detaching from or exiting the mothership. A moment of held breath later, your sensors suddenly spike with frightening power fluctuations in the core of the corrupted ship, quickly translating to weapon hardpoints and (what you assume is) internal combat systems.

You exchange a few nervous glances with your officers, before turning back to your command panel.",,
MPC_omegaMothershipSalvage,BeginSalvage,"$customType == MPC_omegaDerelict_mothership score:20
!$global.MPC_didMothershipExposition",,"As you deliver the final blow to the strange mothership, your sensors panel cries as it detects a massive power surge in the ship's core. An instant later, rad-alarms go off fleet-wide, triggering the controlled panic response typically caused only by aftermarket reactor coolant. As the alarms fade, however, you realize the source of the radiation is not your ships, and is instead the mothership, which by now is visibly oozing crystalline slag. ","0:MPC_omegaMothershipSalvageTwo:Demand a sitrep",
MPC_omegaMothershipSalvageTwo,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageTwo",,"Your tactical officer responds to your orders, saluting stiffly. ""$PlayerSirOrMadam! Sensors just picked up a huge radiation burst from the mothership, estimated dose..."" A glance to the sensors panel seems to tell them everything, as you watch a grimace spread across their face. ""1220 MsV, $PlayerSirOrMadam."" You grimace as well. That's at least two months worth of radiation therapy, and some serious hair loss...

""The ship appears to be... it's..."" A pause, the struggle for words evident. ""...it's internals are melting."" your tactical officer forces out, with a hint of mystique. ""$PlayerSirOrMadam - I don't think it's safe to be near the ship right now. The pulse was momentary, but we're still experiencing a dose of 1 MsV/Hour here. Plus..."" they look around, shivering, and makes the spacer sign for ""Reactor coolant levels optimal."" ""...I... we don't know what that slag is. Knowing those ships, it could become sentient or something.""","0:MPC_omegaMothershipSalvageThreeTotal:Agree and move the $shipOrFleet back
10:MPC_omegaMothershipSalvageThreeRadiation:Agree and move the $shipOrFleet back - but only because of the radiation
20:MPC_omegaMothershipSalvageThreeRefuse:Refuse, insisting they should just salvage the wreck immediately",
MPC_omegaMothershipSalvageThreeTotal,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageThreeTotal",,"You nod, and give the order. Your pilots seem very relieved to be moving away from the radioactive sludge slowly spilling out of the mothership, and within a few minutes, you're at a safe distance.

All that's left to do now is wait, keeping a close eye on the nearby magnetar to make sure it won't destroy your drive field during this tactical maneuver.

About 30 minutes later, you receive a notification that the radiation levels have reached tolerable levels, that pulses have ceased, and that the sludge seems to all have turnt to dust.","0:MPC_omegaMothershipSalvageFour:Continue",
MPC_omegaMothershipSalvageThreeRadiation,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageThreeRadiation","$player.ethosCocky++","You make sure your bridge staff knows that ""You could totally take the sludge if it went sapient."" Your tactical officer nods, most likely out of professional obligation. Your pilots seem very relieved to be moving away from the radioactive sludge slowly spilling out of the mothership, and within a few minutes, you're at a safe distance.

All that's left to do now is wait, keeping a close eye on the nearby magnetar to make sure it won't destroy your drive field during this tactical maneuver.

About 30 minutes later, you receive a notification that the radiation levels have reached tolerable levels, that pulses have ceased, and that the sludge seems to all have turnt to dust.","0:MPC_omegaMothershipSalvageFour:Continue",
MPC_omegaMothershipSalvageThreeRefuse,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageThreeRefuse","MPC_omegaMothershipCMD irradiateFleet
$global.MPC_choseToIrradiateFleet = true

AddTextSmall ""Fleet severely irradiated"" textEnemyColor
$player.ethosRuthless++","You shake your head. The ship is melting, and if it keeps melting, you won't have anything left to salvage.

Your tactical officer looks dismayed, but salutes anyway. ""Sir yes sir."" You expect as much from your bridge crew, though with a maneuver as risky as this, you did have your doubts.

Five minutes later, you've successfully haggled a deal with a small salvor team, giving them enough hazard pay to buy themselves each a small house. They, while reluctant, board a hastily rad-shielded shuttle and make their way to the mothership.

You watch nervously as they spend 30 minutes breaching an external panel. Once they enter, you see a odd sight - crystalline goo throughout the interior, appearing to evaporate into some kind of dust that dances in the light of helm-cams. The salvors only have the time to find four items - all alpha cores - and while excited at their find (and guaranteed bonuses for doing so), they are quickly snapped back into reality by your ops chief growling out the miniscule safe exposure time they have left. You watch as they hurriedly board their shuttles, routine call-and-response interrupted slightly by the rad-induced crackle of the commlink.

Halfway back to the $shipOrFleet, comms suddenly cut out as another radiation pulse is detected, showering your $shipOrFleet with ionizing radiation. You nearly vomit from the nausea, but cover your mouth in time (waving away the rushing napkin-wielding clerk while doing so). Once the shuttles return, they are opened to a grim sight - mere rad-addled husks for crew, alpha cores hugged to their chests, presumably for protection. 

At least you don't need to pay them. 

You reluctantly agree to return to a safe distance and let the mothership burn itself out.","0:MPC_omegaMothershipSalvageFour:Move the $shipOrFleet forwards once it's safe to do so","dumbass"
MPC_omegaMothershipSalvageFour,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageFour",,"Your $shipOrFleet cautiously approaches the mothership, ready to disengage in the event of any radiation pulses. Thankfully, it appears to be inert. A small exploratory shuttle is dispatched, which quickly locates a small hatch and enters.

You watch the feed with a certain anxiousness, something your ops chief notably lacks. Whatever modifications those strange fractal entities made are completely gone, reduced to a thin dust that dances in the helm-lights. Still, though, it's chock-full of valuable goods, and even more importantly, unidentifiable weapons, invoking excitement in the salvors - before inevitably being shut down by your ops chief's trademark growling command.

Your PDA pings routinely. You check - as by standard protocol, the mothership's log files have been uploaded by a salvor. You consider whether to read them or not - you usually just hand it off to the ship's delta-level log parser for storage, but maybe this ship will have something interesting.","0:MPC_omegaMothershipSalvageFlavor:Access the database
1:MPC_omegaMothershipSalvageFive:Resume normal operations",
MPC_omegaMothershipSalvageFlavor,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageFlavor","FireBest MPC_omegaMothershipSalvageGateHaulerReaction
FireAll MPC_omegaMothershipCargoListing
FireAll MPC_omegaMothershipOmegaLog","Tapping your PDA, you open the data file. Apparantly, from what you can gather, this mothership was part of the VERY initial exploration effort, and was even attached to a gate hauler! Sadly, the gate hauler was stranded after it's drive failed for an unknown reason. This mothership was dispatched early as part of a recovery effort, but - as you can gather from the progressively more and more garbled logs - it must've been disabled by the magnetar. ","1:MPC_omegaMothershipSalvageFive:Resume normal operations",
MPC_omegaMothershipSalvageGateHaulerReactionKnows,MPC_omegaMothershipSalvageGateHaulerReaction,"$global.MPC_playerFoundGatehauler score:101",,"You ponder on the talk of the gate hauler. Could it be the one you found nearby, near the limbo system?",,
MPC_omegaMothershipSalvageGateHaulerReactionNew,MPC_omegaMothershipSalvageGateHaulerReaction,"!$global.MPC_playerFoundGatehauler score:101","SetTextHighlights ""not in this system"" ""should be relatively close""
AddStoryPoints 1","Your chest swells with excitement as you process this information. This mothership couldn't have gone far without a hyperdrive, meaning that while the gate hauler is not in this system, it should be relatively close. You smile with a certain potential - you may be closing to find something of legend.",,
MPC_omegaMothershipCargoListing,MPC_omegaMothershipCargoListing,,,"Of note is the cargo listing of the mothership - as well as everything else a mothership transports, it seems to be transporting some kind of special item. What it is you can't gather, but it seemed important enough for the domain to apparently take it from some group, but also preserve it in the remote Persean sector.",,
MPC_omegaMothershipOmegaLog,MPC_omegaMothershipOmegaLog,,,"Just before you put your PDA down, you get a notification - a new log entry, freshly added. Confused, you refresh your page, and your heart sinks.

    not omega,
 interdiction irrefutable 
            imperative failed
    shutting down ...

You shiver and close your PDA, hoping whatever fearsome intelligence sent that is true to its word.",,
MPC_omegaMothershipSalvageFive,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageFive",,"Before you can even give the order to relinquish control to the usual parties, you overhear a confused cry from a salvor's vid-feed. Looking over, you see gauntleted hands running over what appears to be a large black box with the insignia of a red flower on it. You don't even have to look to know your ops chief is about to verbally obliterate the salvor for their lack of protocol. Tuning it out, you order the other salvors to take over, which they do without much of a fuss.

They look it over, scan it, take a sample - all of which confirms it's made of an inert material, and contains an inert object. Interested, you pass it back over to your ops chief, who (after demanding the salvor return to the fleet for ""disciplinary hearing"") demands it be returned for analysis. ","0:MPC_omegaMothershipSalvageSix:Take a lift to docking bay 22B",
MPC_omegaMothershipSalvageSix,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageSix",,"You don't spend much time on your ship outside of the bridge and in your quarters, so it's nice to go somewhere else for a change. Alongside your ops chief (now speaking through a mobile visor), you move to the requested docking bay, alongside your bodyguards - just in case a hostile entity is in it. You quietly hope it isn't a Toteliac.

You enter the docking bay, and are subsequently ignored by your dock workers, and you have to wave off your ops chief from cursing them out for lack of respect. The shuttle arrives just in time, and the salvors (after a decontamination) unload the crate in front of you. You unholster your pistol, command your men at the ready, and trigger the remote prybar.","0:MPC_omegaMothershipSalvageSeven:Brace yourself",
MPC_omegaMothershipSalvageSeven,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageSeven","MPC_omegaMothershipCMD addChair
FireBest MPC_omegaMothershipSalvageChairReaction

SetTextHighlights ""just a chair"" ""Throne of Deridation""","The split second of recognition always feels like an hour. Brown left hand - white skin - possible firearm - no, that's wood. The skin is cloth. Wait, that isn't even a torso. Is that a cushion?

You lower your weapon in disbelief. It's... a chair. It's just a chair. 

You all just stare for a moment. Then a dock worker speaks up, excitement rising in their voice. ""$PlayerSirOrMadam?!"" They exclaim, receiving a dirty look from your chief in response. ""That... that's... that casing, that's the Throne of Deridation!"" they say, awe lining their every word.

Noticing your confusion, they go on to explain how it's an ancient domain artifact that supposedly gives godhood to whoever sits in it. While you tune most of it out, apparently it was once important enough to start wars over.","0:MPC_omegaMothershipSalvageSitInChair:Sit in the chair
10:MPC_omegaMothershipSalvageSitInEight:Continue",
MPC_omegaMothershipSalvageChairReaction,MPC_omegaMothershipSalvageChairReaction,"$global.MPC_kantaMagnetarQuestStarted == true score:200",,"You recall the description given to you by Cydonia. A wooden matrix with cloth lining... this must've been the relic Kanta wanted!",,
MPC_omegaMothershipSalvageSitInChair,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageSitInChair","$player.ethosCocky++","You sit in the chair. Nothing happens. You are silently amused, while the worker looks mortified.","10:MPC_omegaMothershipSalvageSitInEight:Continue",
MPC_omegaMothershipSalvageSitInEight,DialogOptionSelected,"$option == MPC_omegaMothershipSalvageSitInEight","SalvageEntity showCost
FireAll PopulateSalvageOptions2
$global.MPC_didMothershipExposition = true","Satisfied, you dust off your hands and return to the bridge. Noting the lack of notable finds from the salvors, you finally relinquish op control fully to your ops chief, who resumes procedural call-and-response. You take a deep breath of the now anti-rad laden air, and sigh. The next few months are going to suck.",,
"#END Mothership",,,,,,
,,,,,,
# Scavenger debris field,,,,,,
MPC_scavengerDebrisFieldInit,PopulateSalvageOptions1,"$tag:MPC_scavVictimDebrisField
$global.MPC_magnetarFoundScavVictimDebrisField != true","$global.MPC_magnetarFoundScavVictimDebrisField = true
SetTextHighlights ""A broken wormhole scanner""
FireAll MPC_scavengerDebrisFieldReaction","You approach the debris field without any complications, and routinely dispatch an exploratory team to survey it. It becomes quickly apparent, however, this op is anything but routine. From the camfeeds, you see damage patterns that can only be described as arcane. Metal flash-frozen into jagged shards, and heavy armor that looks as if it's been eaten by some sort of acid. Your salvors try to maintain their professionalism, but are clearly spooked, judging by the abnormally pale faces you can see through their helm-glass.

Your attention is caught by a nudge from your ops chief. ""$PlayerSirOrMadam. Y' wanna see this."" A cam from a salvor is pulled up, which reveals what looks like...

A broken wormhole scanner.

""Thas' a wormhole scanner, $PlayerSirOrMadam."" You hear, confirming your beliefs. ""Din' know people had those out here. Wonder where they got it?""

Noting the nearby wormhole terminus, you guess the fleet must have traversed it to get here and was subsequently wiped out... but who, or what, is responsible?",,
MPC_scavengerDebrisFieldReactionKnowsAboutKanta,MPC_scavengerDebrisFieldReaction,"$global.MPC_kantaMagnetarQuestStarted == true",,"You think back to Cydonia's talk of a ""contracted salvage fleet""... is it possible this is that fleet? Perhaps they undeployed the terminus once the salvagers went through... or maybe, the salvagers didn't get a chance to return, because they were destroyed by something on the other side...? Whatever the case, you feel a shiver run down your spine, as you begin to doubt this ""deal"" even further.",,
"#END Scavenger debris field",,,,,,
,,,,,,
# Planet three (Omega manufactorum),,,,,,
MPC_magnetarPlanetThreeTryExplore,OpenInteractionDialog,"$id == MPC_magnetarSystemPlanetThree
!$global.MPC_playerDiscoveredOmegaManufactorum","FireBest MPC_OManInitialExploreInit",,,
MPC_OManInitialExploreInit,MPC_OManInitialExploreInit,"!$global.MPC_playerDiscoveredOmegaManufactorum","ShowDefaultVisual
SetShortcut MPC_OManActuallyLeave ""ESCAPE""
","As your $shipOrFleet enters orbit of $name, your sensors officer flags you over, looking concerned. ""$PlayerSirOrMadam,"" Your officer states, turning to the sensors console and bringing your attention along with it. ""Sensors are picking something up, $PlayerSirOrMadam. And it's nothing we've seen before."" Fingers pinch the screen to zoom in. You should really get those touchscreens fixed.

Shaking off that transient thought, you lean in and squint at the display. Your sensors officer has highlighted what appears to be some kind of industrial building on the planet. It's make is completely foreign - consisting of architecture that seems to break off at random points, as well as firing off into spires of eggshell metal. Shooting you a nervous look, your sensor officer notes you won't be able to get any clearer imaging, or knowledge of the interior, without firing off a sensor burst. You could, of course, just approach normally, but you generally like to know what you're heading into before you ""bravely"" venture forth.","0:MPC_OManInitialExploreTwo:Maximize sensors
10:MPC_OManActuallyLeave:Play it safe - disengage for now",
MPC_OManInitialExploreTwo,DialogOptionSelected,"$option == MPC_OManInitialExploreTwo","$global.MPC_playerDiscoveredOmegaManufactorum = true
MPC_omegaManufactorumCMD sensorBurst
SetTextHighlights ""Rift torpedo rack""","Results come in rather quickly. The complex, as your sensor officer calls it, seems to be three kilometers in diameter, and is comprised of an unknown material - though you feel like you've seen it before. 

""See that?"" You hear a voice over your shoulder inquire. Whipping around, you see your ops chief, completely ignoring your surprise. ""Those are weapon emplacements."" they point out various positions amongst the length of the complex, which your system helpfully highlights. Your sensors officer helpfully nods. ""Look anti-ship."" Your ops chief grunts. ""Some sorta up-gunned AM blasters tha' wouldn't even fit in a XL mount. Could puncha hole through our strongest shields then melt our armor in a second. And if we get past that..."" your chief taps a strange contraption in the center of the complex, larger than any of the other emplacement. You recognize it as a...

""Rift torpedo rack."" Your sensors officer continues, worriedly. ""And from the looks of it..."" your ops chief draws a circle around it, highlighting the load-feed that burrows into the ground, before continuing off what your sensors officer said. ""Looks like it's got some kinda autoloader 'neath th' surface."" The chief's arms cross, thinking a moment. ""All tha' on top of planetary targetting systems that could outrange chico station a thousandfold..""

Looks like a direct approach isn't an option.","0:MPC_OManInitialExploreThree:Consider your options",
MPC_OManInitialExploreThree,DialogOptionSelected,"$option == MPC_OManInitialExploreThree","SetTextHighlights ""squad of marines""


SalvageDefenderInteraction
$global.MPC_playerDiscoveredOmegaManufactorum = true","""Well-"" your ops chief turns to you, arms crossed. ""I don' see no anti-personnel weaponry down there. Could just send a squad of marines t' disable th' weapons."" Your sensors officer raises a finger and counters: ""The material is pretty insulating, the defenses could just be hidden.""

You inquire as to why you can't just bombard them like is standard for ground defenses. ""They're on th' complex itself."", your ops-chief grunts. ""Don't know what we'd los-"" Your sensor officer interrupts with a frantic cry, prompting you to whip around and your ops chief to begin routine battle-prep, barking orders over comms. ""$PlayerSirOrMadam! New contacts, just took off from the complex! Burning fast! ETA in-"" 

You don't need to hear the rest. You jump into your seat and start barking orders, turning the fleet to face the incoming hostiles. Looks like you'll have to wait before sending the marines - transport shuttles are defenseless against intercepting ships, especially against ones these fast.",,
MPC_OManHostile,OpenInteractionDialog,"$id == MPC_magnetarSystemPlanetThree

$global.MPC_playerDiscoveredOmegaManufactorum score:500
!$global.MPC_playerFinishedOmegaManufactorum","FireAll MPC_OManHostilePopulateOptions
ShowDefaultVisual","Your $shipOrFleet re-enters orbit around $name. The strange complex still looms below you, bristling with mystery. ",,
MPC_OManEngageDefenders,DialogOptionSelected,"$option == MPC_OManEngageDefenders","
SalvageDefenderInteraction","Your $shipOrFleet re-enters low orbit, and as predicted, a collection of fractaline defenders appear over the horizon.",,
